Cancer_type	Phenotype	Genotype	signature
COAD	Stemness	transcript	(ENST00000480653 + ENST00000217426 + ENST00000445626 + ENST00000467411 + ENST00000347703 + ENST00000219240 + ENST00000234590 + ENST00000587151 + ENST00000319349 + ENST00000545089 + ENST00000545954 + ENST00000498653 + ENST00000377270 + ENST00000424141 + ENST00000539272 + ENST00000348459 + ENST00000371327 + ENST00000411486 + ENST00000329875 + ENST00000584848 + ENST00000337943 + ENST00000403172 + ENST00000629768 + ENST00000570310 + ENST00000331531 + ENST00000350690 + ENST00000507197 + ENST00000505522 + ENST00000532902 + ENST00000549490 + ENST00000550657 + ENST00000549833 + ENST00000419068 + ENST00000367455)
COAD	Stemness	transcript	(ENST00000224784 + ENST00000368125 + ENST00000222693 + ENST00000393480 + ENST00000354666 + ENST00000304698 + ENST00000373016 + ENST00000369856 + ENST00000498491 + ENST00000444578 + ENST00000507059 + ENST00000368667 + ENST00000433375 + ENST00000519574 + ENST00000382512 + ENST00000468660 + ENST00000295549 + ENST00000392194 + ENST00000375023 + ENST00000284548 + ENST00000331898 + ENST00000491787 + ENST00000486828 + ENST00000615790 + ENST00000361360 + ENST00000424866 + ENST00000479866 + ENST00000393086 + ENST00000300737 + ENST00000372397 + ENST00000251412 + ENST00000304735 + ENST00000585445)
COAD	Stemness	transcript	(ENST00000269385 + ENST00000328697 + ENST00000471470 + ENST00000603043 + ENST00000536241 + ENST00000482967 + ENST00000368325 + ENST00000378037 + ENST00000459902 + ENST00000553191 + ENST00000563307 + ENST00000473486 + ENST00000566895 + ENST00000393637 + ENST00000553522 + ENST00000371646 + ENST00000435381 + ENST00000580158 + ENST00000229854 + ENST00000463144 + ENST00000534074 + ENST00000322723 + ENST00000268802 + ENST00000465287 + ENST00000202017 + ENST00000469475 + ENST00000272430 + ENST00000607590 + ENST00000445265 + ENST00000425117 + ENST00000394422 + ENST00000225512)
COAD	Stemness	transcript	(ENST00000313093 + ENST00000343213 + ENST00000308611 + ENST00000476408 + ENST00000567109 + ENST00000582147 + ENST00000221847 + ENST00000254528 + ENST00000462331 + ENST00000358647 + ENST00000469120 + ENST00000367027 + ENST00000558332 + ENST00000286627 + ENST00000286628 + ENST00000622064 + ENST00000441240 + ENST00000326043 + ENST00000448614 + ENST00000393726 + ENST00000371045 + ENST00000503258 + ENST00000447110 + ENST00000265717 + ENST00000306051 + ENST00000540753 + ENST00000453779 + ENST00000242465 + ENST00000534457 + ENST00000540824 + ENST00000519097)
COAD	Stemness	transcript	(ENST00000376059 + ENST00000295006 + ENST00000320816 + ENST00000541264 + ENST00000421793 + ENST00000550563 + ENST00000341420 + ENST00000469005 + ENST00000464071 + ENST00000543426 + ENST00000228682 + ENST00000375852 + ENST00000262651 + ENST00000570273 + ENST00000300302 + ENST00000597802 + ENST00000342505 + ENST00000323851 + ENST00000467574 + ENST00000483595 + ENST00000444997 + ENST00000463876 + ENST00000360694 + ENST00000394861 + ENST00000227163 + ENST00000378538 + ENST00000525112 + ENST00000525999 + ENST00000300482 + ENST00000284273 + ENST00000238497)
COAD	Stemness	transcript	(ENST00000538440 + ENST00000399380 + ENST00000269141 + ENST00000527950 + ENST00000533971 + ENST00000528628 + ENST00000616970 + ENST00000533879 + ENST00000308508 + ENST00000358694 + ENST00000361391 + ENST00000534579 + ENST00000465522 + ENST00000447609 + ENST00000541764 + ENST00000537304 + ENST00000441439 + ENST00000320122 + ENST00000423158 + ENST00000359847 + ENST00000395882 + ENST00000308677 + ENST00000418319 + ENST00000586839 + ENST00000357980 + ENST00000560975 + ENST00000560970 + ENST00000561425 + ENST00000267996)
COAD	Stemness	transcript	(ENST00000580576 + ENST00000422420 + ENST00000535549 + ENST00000512772 + ENST00000574306 + ENST00000576489 + ENST00000571595 + ENST00000334146 + ENST00000576749 + ENST00000573075 + ENST00000574512 + ENST00000262467 + ENST00000617618 + ENST00000544378 + ENST00000573163 + ENST00000474427 + ENST00000367858 + ENST00000525877 + ENST00000237305 + ENST00000367857 + ENST00000528577 + ENST00000413996 + ENST00000469543 + ENST00000495528 + ENST00000487938 + ENST00000421459 + ENST00000485947)
COAD	Stemness	transcript	(ENST00000487012 + ENST00000528490 + ENST00000284322 + ENST00000495063 + ENST00000482765 + ENST00000466947 + ENST00000471714 + ENST00000495591 + ENST00000486770 + ENST00000534413 + ENST00000533795 + ENST00000306279 + ENST00000614798 + ENST00000280886 + ENST00000400485 + ENST00000590282 + ENST00000589123 + ENST00000299759 + ENST00000356609 + ENST00000366926 + ENST00000401592 + ENST00000240328 + ENST00000399423 + ENST00000398838 + ENST00000334512 + ENST00000472035 + ENST00000478357)
COAD	Stemness	transcript	(ENST00000304166 + ENST00000450684 + ENST00000302628 + ENST00000461431 + ENST00000586577 + ENST00000358070 + ENST00000338492 + ENST00000261937 + ENST00000215631 + ENST00000359135 + ENST00000451191 + ENST00000512099 + ENST00000435574 + ENST00000409517 + ENST00000397620 + ENST00000368921 + ENST00000332822 + ENST00000511112 + ENST00000463411 + ENST00000506537 + ENST00000374516 + ENST00000564313 + ENST00000379359 + ENST00000304501 + ENST00000424529)
COAD	Stemness	transcript	(ENST00000581852 + ENST00000346964 + ENST00000281092 + ENST00000271588 + ENST00000252825 + ENST00000477064 + ENST00000378076 + ENST00000370103 + ENST00000338858 + ENST00000595883 + ENST00000270632 + ENST00000599923 + ENST00000212355 + ENST00000532540 + ENST00000473855 + ENST00000341037 + ENST00000534839 + ENST00000537320 + ENST00000350763 + ENST00000423613 + ENST00000373461 + ENST00000598744 + ENST00000282286 + ENST00000391705)
COAD	Stemness	transcript	(ENST00000443026 + ENST00000409363 + ENST00000564231 + ENST00000259526 + ENST00000544123 + ENST00000477204 + ENST00000630684 + ENST00000628568 + ENST00000368799 + ENST00000466325 + ENST00000449475 + ENST00000378700 + ENST00000557058 + ENST00000462627 + ENST00000252999 + ENST00000493667 + ENST00000490754 + ENST00000398506 + ENST00000488550 + ENST00000343984 + ENST00000371123 + ENST00000272771 + ENST00000372383 + ENST00000578306)
COAD	Stemness	transcript	(ENST00000356641 + ENST00000532993 + ENST00000566827 + ENST00000268603 + ENST00000568340 + ENST00000569624 + ENST00000562325 + ENST00000444948 + ENST00000426740 + ENST00000369558 + ENST00000360004 + ENST00000376630 + ENST00000592693 + ENST00000350761 + ENST00000291759 + ENST00000381998 + ENST00000445506 + ENST00000294785 + ENST00000359128 + ENST00000433867 + ENST00000418331 + ENST00000558414 + ENST00000424586)
COAD	Stemness	transcript	(ENST00000309334 + ENST00000469732 + ENST00000467931 + ENST00000478215 + ENST00000488298 + ENST00000481570 + ENST00000473573 + ENST00000497316 + ENST00000461525 + ENST00000374259 + ENST00000376670 + ENST00000445118 + ENST00000562965 + ENST00000422149 + ENST00000367385 + ENST00000328963 + ENST00000345506 + ENST00000374737 + ENST00000412866 + ENST00000427538 + ENST00000455586 + ENST00000226218)
COAD	Stemness	transcript	(ENST00000454781 + ENST00000302506 + ENST00000356245 + ENST00000533540 + ENST00000532091 + ENST00000585374 + ENST00000582141 + ENST00000400282 + ENST00000263657 + ENST00000521951 + ENST00000522414 + ENST00000517838 + ENST00000504719 + ENST00000513868 + ENST00000523190 + ENST00000522875 + ENST00000520913 + ENST00000519481 + ENST00000537068 + ENST00000537869 + ENST00000217233)
COAD	Stemness	transcript	(ENST00000374878 + ENST00000307522 + ENST00000372868 + ENST00000261751 + ENST00000553750 + ENST00000425654 + ENST00000556961 + ENST00000555728 + ENST00000596835 + ENST00000542515 + ENST00000356575 + ENST00000393551 + ENST00000359895 + ENST00000397637 + ENST00000244043 + ENST00000367908 + ENST00000274063 + ENST00000554980 + ENST00000238682 + ENST00000460314 + ENST00000590071)
COAD	Stemness	transcript	(ENST00000358918 + ENST00000009530 + ENST00000353334 + ENST00000476387 + ENST00000474644 + ENST00000382070 + ENST00000399220 + ENST00000491238 + ENST00000368373 + ENST00000053867 + ENST00000587387 + ENST00000589536 + ENST00000302347 + ENST00000396331 + ENST00000570904 + ENST00000622633 + ENST00000404816 + ENST00000402934 + ENST00000379742 + ENST00000370119)
COAD	Stemness	transcript	(ENST00000458276 + ENST00000431779 + ENST00000436856 + ENST00000484332 + ENST00000334529 + ENST00000258418 + ENST00000390015 + ENST00000361689 + ENST00000493459 + ENST00000477171 + ENST00000532317 + ENST00000502363 + ENST00000592099 + ENST00000392613 + ENST00000320578 + ENST00000395042 + ENST00000304987 + ENST00000474228 + ENST00000392533 + ENST00000371627)
COAD	Stemness	transcript	(ENST00000498411 + ENST00000481274 + ENST00000494646 + ENST00000494458 + ENST00000467319 + ENST00000356769 + ENST00000395698 + ENST00000593262 + ENST00000481629 + ENST00000467105 + ENST00000473638 + ENST00000531008 + ENST00000301821 + ENST00000495394 + ENST00000594338 + ENST00000470977 + ENST00000564014 + ENST00000488050 + ENST00000497254)
COAD	Stemness	transcript	(ENST00000521629 + ENST00000337917 + ENST00000616064 + ENST00000598805 + ENST00000245907 + ENST00000621465 + ENST00000579263 + ENST00000267843 + ENST00000325888 + ENST00000282397 + ENST00000080059 + ENST00000281938 + ENST00000245185 + ENST00000326441 + ENST00000369124 + ENST00000441340 + ENST00000340356 + ENST00000378533 + ENST00000273482)
COAD	Stemness	transcript	(ENST00000263253 + ENST00000264716 + ENST00000379619 + ENST00000379016 + ENST00000303296 + ENST00000296233 + ENST00000382850 + ENST00000362042 + ENST00000361665 + ENST00000457586 + ENST00000379440 + ENST00000430350 + ENST00000368445 + ENST00000549804 + ENST00000551631 + ENST00000626200 + ENST00000553108 + ENST00000546682 + ENST00000551938)
COAD	Stemness	transcript	(ENST00000428043 + ENST00000290866 + ENST00000437196 + ENST00000378204 + ENST00000319211 + ENST00000356798 + ENST00000494796 + ENST00000430952 + ENST00000434286 + ENST00000391733 + ENST00000266718 + ENST00000548071 + ENST00000546642 + ENST00000539896 + ENST00000360121 + ENST00000563039 + ENST00000291232 + ENST00000345057)
COAD	Stemness	transcript	(ENST00000344256 + ENST00000481062 + ENST00000322886 + ENST00000588991 + ENST00000217026 + ENST00000394199 + ENST00000515695 + ENST00000452806 + ENST00000409276 + ENST00000376687 + ENST00000204517 + ENST00000557589 + ENST00000553532 + ENST00000229201 + ENST00000578412 + ENST00000423485 + ENST00000260810)
COAD	Stemness	transcript	(ENST00000492957 + ENST00000366539 + ENST00000545797 + ENST00000379561 + ENST00000448393 + ENST00000486341 + ENST00000449583 + ENST00000448097 + ENST00000254846 + ENST00000262410 + ENST00000535772 + ENST00000568954 + ENST00000371244 + ENST00000356384 + ENST00000480395 + ENST00000460454 + ENST00000379965)
COAD	Stemness	transcript	(ENST00000397573 + ENST00000354670 + ENST00000480413 + ENST00000451137 + ENST00000496375 + ENST00000374429 + ENST00000343575 + ENST00000449880 + ENST00000369026 + ENST00000616995 + ENST00000430260 + ENST00000340058 + ENST00000355710 + ENST00000436639 + ENST00000370558 + ENST00000439117)
COAD	Stemness	transcript	(ENST00000418473 + ENST00000538840 + ENST00000521296 + ENST00000320477 + ENST00000520620 + ENST00000514258 + ENST00000610745 + ENST00000520164 + ENST00000597921 + ENST00000346664 + ENST00000564138 + ENST00000379845 + ENST00000262768 + ENST00000585421 + ENST00000333007)
COAD	Stemness	transcript	(ENST00000377848 + ENST00000308423 + ENST00000538259 + ENST00000298295 + ENST00000375718 + ENST00000487046 + ENST00000272117 + ENST00000296755 + ENST00000595213 + ENST00000215555 + ENST00000262843 + ENST00000376573 + ENST00000466675 + ENST00000273582 + ENST00000258613)
COAD	Stemness	transcript	(ENST00000228468 + ENST00000355296 + ENST00000375167 + ENST00000530167 + ENST00000512328 + ENST00000297185 + ENST00000407004 + ENST00000227524 + ENST00000539498 + ENST00000541679 + ENST00000392367 + ENST00000543796 + ENST00000535090 + ENST00000392369)
COAD	TMB	transcript	(ENST00000374001 + ENST00000373993 + ENST00000467340 + ENST00000354655 + ENST00000393081 + ENST00000307078 + ENST00000618960 + ENST00000630920 + ENST00000246229 + ENST00000433452 + ENST00000463201 + ENST00000397617 + ENST00000276833 + ENST00000263846)
COAD	Stemness	transcript	(ENST00000302759 + ENST00000490632 + ENST00000535254 + ENST00000344227 + ENST00000288943 + ENST00000393915 + ENST00000358715 + ENST00000397519 + ENST00000532872 + ENST00000530164 + ENST00000529173 + ENST00000491060 + ENST00000331456)
COAD	Stemness	transcript	(ENST00000352818 + ENST00000409817 + ENST00000492816 + ENST00000460217 + ENST00000552387 + ENST00000550141 + ENST00000552583 + ENST00000552564 + ENST00000423113 + ENST00000609742 + ENST00000556356 + ENST00000418675 + ENST00000432372)
COAD	Stemness	transcript	(ENST00000541546 + ENST00000219235 + ENST00000368046 + ENST00000418931 + ENST00000395388 + ENST00000366558 + ENST00000434277 + ENST00000261596 + ENST00000504387 + ENST00000433650 + ENST00000371139 + ENST00000557843 + ENST00000547567)
COAD	Stemness	transcript	(ENST00000271324 + ENST00000630754 + ENST00000586131 + ENST00000367091 + ENST00000555760 + ENST00000398101 + ENST00000508240 + ENST00000395097 + ENST00000552269 + ENST00000547600 + ENST00000394684 + ENST00000493729 + ENST00000367025)
COAD	Stemness	transcript	(ENST00000475181 + ENST00000533417 + ENST00000621096 + ENST00000621517 + ENST00000409830 + ENST00000371826 + ENST00000458235 + ENST00000583597 + ENST00000305817 + ENST00000527809 + ENST00000340126 + ENST00000521180 + ENST00000308973)
COAD	Stemness	transcript	(ENST00000574121 + ENST00000469700 + ENST00000476404 + ENST00000434326 + ENST00000454650 + ENST00000379804 + ENST00000481733 + ENST00000574680 + ENST00000437329 + ENST00000372692 + ENST00000260956 + ENST00000595974)
COAD	Stemness	transcript	(ENST00000409829 + ENST00000228945 + ENST00000313421 + ENST00000307358 + ENST00000560741 + ENST00000378555 + ENST00000312419 + ENST00000249071 + ENST00000577571 + ENST00000351018 + ENST00000272542)
COAD	Stemness	transcript	(ENST00000372231 + ENST00000568994 + ENST00000288319 + ENST00000376131 + ENST00000396573 + ENST00000225983 + ENST00000434208 + ENST00000560702 + ENST00000317256 + ENST00000564176 + ENST00000488904)
COAD	Stemness	transcript	(ENST00000335922 + ENST00000527114 + ENST00000425967 + ENST00000532791 + ENST00000326324 + ENST00000397103 + ENST00000356207 + ENST00000475621 + ENST00000470826 + ENST00000397113 + ENST00000526688)
COAD	Stemness	transcript	(ENST00000404191 + ENST00000383680 + ENST00000405737 + ENST00000371205 + ENST00000423546 + ENST00000347624 + ENST00000529760 + ENST00000430334 + ENST00000394936 + ENST00000264896 + ENST00000480708)
COAD	Stemness	transcript	(ENST00000466767 + ENST00000360056 + ENST00000403084 + ENST00000413119 + ENST00000529686 + ENST00000264036 + ENST00000525586 + ENST00000528976 + ENST00000380527 + ENST00000368324 + ENST00000554012)
COAD	Stemness	transcript	(ENST00000399595 + ENST00000378825 + ENST00000619158 + ENST00000206513 + ENST00000493699 + ENST00000361069 + ENST00000350896 + ENST00000262101 + ENST00000451036 + ENST00000558934 + ENST00000053243)
COAD	Stemness	transcript	(ENST00000366955 + ENST00000270861 + ENST00000409433 + ENST00000470557 + ENST00000393038 + ENST00000352551 + ENST00000356455 + ENST00000372568 + ENST00000405520 + ENST00000335046)
COAD	MSI	transcript	(ENST00000307078 + ENST00000372080 + ENST00000356435 + ENST00000442921 + ENST00000445537 + ENST00000341329 + ENST00000331772 + ENST00000481363 + ENST00000475699 + ENST00000479977)
COAD	Stemness	transcript	(ENST00000434821 + ENST00000371732 + ENST00000311925 + ENST00000432237 + ENST00000266557 + ENST00000358164 + ENST00000442510 + ENST00000477973 + ENST00000223795 + ENST00000265560)
COAD	Stemness	transcript	(ENST00000429102 + ENST00000568292 + ENST00000567674 + ENST00000264012 + ENST00000569117 + ENST00000379341 + ENST00000379331 + ENST00000375370 + ENST00000464794)
COAD	Stemness	transcript	(ENST00000590925 + ENST00000350051 + ENST00000592115 + ENST00000374948 + ENST00000301633 + ENST00000590449 + ENST00000300408 + ENST00000504124 + ENST00000419140)
COAD	Stemness	transcript	(ENST00000480627 + ENST00000482621 + ENST00000497356 + ENST00000496254 + ENST00000480213 + ENST00000395853 + ENST00000552266 + ENST00000498815 + ENST00000478027)
COAD	Stemness	transcript	(ENST00000342166 + ENST00000236957 + ENST00000229758 + ENST00000506453 + ENST00000415374 + ENST00000447944 + ENST00000373664 + ENST00000534386 + ENST00000313288)
COAD	Stemness	transcript	(ENST00000368258 + ENST00000264670 + ENST00000474243 + ENST00000264233 + ENST00000526668 + ENST00000529163 + ENST00000381342 + ENST00000438552 + ENST00000523430)
COAD	Stemness	transcript	(ENST00000469640 + ENST00000408954 + ENST00000472284 + ENST00000222390 + ENST00000369332 + ENST00000259808 + ENST00000380409 + ENST00000356025 + ENST00000162749)
COAD	Stemness	transcript	(ENST00000447544 + ENST00000309881 + ENST00000435819 + ENST00000464213 + ENST00000441109 + ENST00000427738 + ENST00000440973 + ENST00000427531 + ENST00000545180)
COAD	Stemness	transcript	(ENST00000227758 + ENST00000374580 + ENST00000394173 + ENST00000407925 + ENST00000505058 + ENST00000379749 + ENST00000504771 + ENST00000368910 + ENST00000294728)
COAD	Stemness	transcript	(ENST00000602925 + ENST00000456523 + ENST00000296088 + ENST00000314128 + ENST00000418572 + ENST00000591909 + ENST00000591463 + ENST00000586810 + ENST00000590103)
COAD	Stemness	transcript	(ENST00000540876 + ENST00000419711 + ENST00000400191 + ENST00000490436 + ENST00000374627 + ENST00000368653 + ENST00000502905 + ENST00000246957)
COAD	Stemness	transcript	(ENST00000426142 + ENST00000397033 + ENST00000269217 + ENST00000542878 + ENST00000344920 + ENST00000539239 + ENST00000369637 + ENST00000339083)
